tag	year	Title	Website	Status	motivation	type	shift locus	data shift	shift source	task	Annotator 1	Annotator 2	Notes															
qiu-etal-2022-improving	2022	Improving Compositional Generalization with Latent Structure and Data Augmentation	https://aclanthology.org/2022.naacl-main.323	Flag for further review	practical	compositional	train-test	assumed	natural data splits	seq2seq synthetic	Dieuwke	Verna	Grammar-based augmentation technique, where data is added to the training data by sampling from the learned grammar. This row represents experiments on GeoQuery and SMCalFlow															
gupta-etal-2022-show	2022	Show, Don’t Tell: Demonstrations Outperform Descriptions for Schema-Guided Task-Oriented Dialogue	https://aclanthology.org/2022.naacl-main.336	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	dialogue	Dieuwke	Mario	Finetune T5 on dialogue in a "leave-one-dataset-out" setting, thus evaluating domain generalisation in the finetuning stage. Only one pretrained model is considered.															
li-etal-2022-quantifying	2022	Quantifying Adaptability in Pre-trained Language Models with 500 Tasks	https://aclanthology.org/2022.naacl-main.346	Done	intrinsic	robustness	all	double	natural data splits	NLU	Dieuwke	Dennis	Investigation of different test classes containing different types of generalised quantifiers, in different languages. Because the focus here is on generalisation on a finetuning task, but there is also a comparison between different pretraining architecture, this entry is marked a double shift.															
li-etal-2022-quantifying	2022	Quantifying Adaptability in Pre-trained Language Models with 500 Tasks	https://aclanthology.org/2022.naacl-main.346	Done	intrinsic	robustness	all	double	generated shifts	NLU	Dieuwke	Dennis	Authors also propose a new adversarial generalised quantifiers NLI set, and evaluate 7 different types of pretraining architectures															
jin-etal-2022-lifelong-pretraining	2022	Lifelong Pretraining: Continually Adapting Language Models to Emerging Corpora	https://aclanthology.org/2022.naacl-main.351.pdf	Flag for further review	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	multitask	Dennis	Zhijing																
zhao-etal-2022-domain	2022	Domain-Oriented Prefix-Tuning: Towards Efficient and Generalizable Fine-tuning for Zero-Shot Dialogue Summarization	https://aclanthology.org/2022.naacl-main.357	Done	practical	across domain	finetune-train/test	full	naturally occurring shifts	summarisation	Mario	Janie	To be precise: assumed covariate + label -- but the assumption is quite solid given the addition of artificial prompts. There is also an artificial/generated component in the prompting experiments, but I'd say the main source of shift is the use of different existing dialogue summarisation datasets															
cui-etal-2022-generalized-quantifiers	2022	Generalized Quantifiers as a Source of Error in Multilingual {NLU} Benchmarks	https://aclanthology.org/2022.naacl-main.359	Done	cognitive	robustness	finetune-train/test	assumed	generated shifts	NLI	Dennis	Dieuwke	Authors create CQNLI for testing generalised quantifiers in NLI tasks (which I now annotated as robustness?)															
gururangan-etal-2022-demix	2022	{DEM}ix Layers: Disentangling Domains for Modular Language Modeling	https://aclanthology.org/2022.naacl-main.407	Done	practical	across domain	train-test	covariate	naturally occurring shifts	language modelling	Dennis	Zhijing																
gaspers-etal-2022-temporal	2022	Temporal Generalization for Spoken Language Understanding	https://aclanthology.org/2022.naacl-industry.5	Done	practical	across domain	all	double	naturally occurring shifts	spoken language understanding	Florian	Dieuwke	The locus is all and the shift type is "double", since pretrained language models were finetuned on data from many periods (and on a different set of tasks, constituting a label shift) and then evaluated on data from an unseen period (covariate shift)															
pratapa-etal-2022-multilingual	2022	Multilingual Event Linking to {W}ikidata	https://aclanthology.org/2022.mia-1.5	Done	practical	across language	finetune-train/test	covariate	naturally occurring shifts	other	Dennis	Zhijing																
kumar-etal-2022-empirical	2022	An Empirical study to understand the Compositional Prowess of Neural Dialog Models	https://aclanthology.org/2022.insights-1.21	Done	intrinsic	compositional	train-test	covariate	natural data splits	dialogue	Dieuwke	Mario	Systematicity, productivity and substitutivity experiments with a neural dialogue model															
yang-etal-2022-seqzero	2022	{SEQZERO}: Few-shot Compositional Semantic Parsing with Sequential Prompts and Zero-shot Models	https://aclanthology.org/2022.findings-naacl.5	Done	practical	compositional	pretrain-test	full	natural data splits	question answering	Dennis	Zhijing	Dataset is a database of a US geography database, which is not natural language, but still natural?															
yang-etal-2022-seqzero	2022	{SEQZERO}: Few-shot Compositional Semantic Parsing with Sequential Prompts and Zero-shot Models	https://aclanthology.org/2022.findings-naacl.5	Done	practical	compositional	finetune-train/test	full	natural data splits	question answering	Dennis	Zhijing																
parmar-etal-2022-boxbart	2022	In-{B}o{XBART}: Get Instructions into Biomedical Multi-Task Learning	https://aclanthology.org/2022.findings-naacl.10	Done	practical	across task	finetune-train/test	full	naturally occurring shifts	multitask	Dennis	Huygaa	Tested on a bunch of biomedical tasks, unified model															
gan-etal-2022-measuring	2022	Measuring and Improving Compositional Generalization in Text-to-{SQL} via Component Alignment	https://aclanthology.org/2022.findings-naacl.62	Done	intrinsic	compositional	all	double	natural data splits	semantic parsing / role labelling	Florian	Verna	Since multiple pre-trained embeddings are used, I opted for double shift and locus "all"															
sharma-buduru-2022-fatnet	2022	{FA}t{N}et: Cost-Effective Approach Towards Mitigating the Linguistic Bias in Speaker Verification Systems	https://aclanthology.org/2022.findings-naacl.93	Flag for further review	fairness	robustness	train-test	covariate	naturally occurring shifts	other	Dennis	Zhijing																
sharma-buduru-2022-fatnet	2022	{FA}t{N}et: Cost-Effective Approach Towards Mitigating the Linguistic Bias in Speaker Verification Systems	https://aclanthology.org/2022.findings-naacl.93	Done	cognitive	robustness	train-test	covariate	naturally occurring shifts	other	Dennis	Zhijing																
shao-etal-2022-low	2022	Low-resource Entity Set Expansion: A Comprehensive Study on User-generated Text	https://aclanthology.org/2022.findings-naacl.100	Done	practical	across domain	train-test	covariate	naturally occurring shifts	other	Dennis	Zhijing	Task is entity set expansion, tested cross-domain for English															
shao-etal-2022-low	2022	Low-resource Entity Set Expansion: A Comprehensive Study on User-generated Text	https://aclanthology.org/2022.findings-naacl.100	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	other	Dennis	Zhijing																
rosin-radinsky-2022-temporal	2022	Temporal Attention for Language Models	https://aclanthology.org/2022.findings-naacl.112	Done	practical	across task	pretrain-train	label	naturally occurring shifts	semantic change detection	Florian	Dieuwke	Authors use a pretrained model and test if their finetuning method for semantic change detection improves over SOTA. The focus is really on the finetuning stage, not considering multiple pretraining procedures, but there is no shift in the finetuning stage, so this entry is marked as a label shift from pretrain to train.															
liu-etal-2022-challenges	2022	Challenges in Generalization in Open Domain Question Answering	https://aclanthology.org/2022.findings-naacl.155	Done	practical	compositional	train-test	covariate	natural data splits	question answering	Dieuwke	Florian																
liscio-etal-2022-cross	2022	Cross-Domain Classification of Moral Values	https://aclanthology.org/2022.findings-naacl.209	Done	cognitive	across domain	train-test	assumed	naturally occurring shifts	text classification	Florian	Dieuwke	Topline experiment, Generalizability experiment															
liscio-etal-2022-cross	2022	Cross-Domain Classification of Moral Values	https://aclanthology.org/2022.findings-naacl.209	Done	cognitive	across domain	all	double	naturally occurring shifts	text classification	Florian	Dieuwke	Transferability experiment															
yang-etal-2022-challenges	2022	Challenges to Open-Domain Constituency Parsing	https://aclanthology.org/2022.findings-acl.11	Done	intrinsic	across domain	train-test	covariate	naturally occurring shifts	constituency parsing	Dieuwke	Dennis	Investigation of how well constituency parsers trained on PTB generalise to other domains															
yang-etal-2022-challenges	2022	Challenges to Open-Domain Constituency Parsing	https://aclanthology.org/2022.findings-acl.11	Done	intrinsic	across domain	all	double	naturally occurring shifts	constituency parsing	Dieuwke	Dennis	The same authors also present a comparison between with and without pretraining with BERT, hereby evaluating how useful BERT representations are to the task.															
hua-wang-2022-efficient	2022	Efficient Argument Structure Extraction with Transfer Learning and Active Learning	https://aclanthology.org/2022.findings-acl.36	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	other	Dennis	Huygaa	Argument structure extraction using pre-trained models which are fine-tuned / trained using active learning															
alkiek-etal-2022-classification	2022	Classification without (Proper) Representation: Political Heterogeneity in Social Media and Its Implications for Classification and Behavioral Analysis	https://aclanthology.org/2022.findings-acl.43	Done	fairness	across domain	train-test	full	naturally occurring shifts	text classification	Dennis	Zhijing	Modelling of political affiliation, behavior, toxicity and more across datasets. I put full as shift type since e.g. the political affiliation for the same user might be different depending on the dataset the classifier was trained on.															
alkiek-etal-2022-classification	2022	Classification without (Proper) Representation: Political Heterogeneity in Social Media and Its Implications for Classification and Behavioral Analysis	https://aclanthology.org/2022.findings-acl.43	Done	fairness	across domain	finetune-train/test	full	naturally occurring shifts	text classification	Dennis	Zhijing																
vu-etal-2022-domain	2022	Domain Generalisation of {NMT}: Fusing Adapters with Leave-One-Domain-Out Training	https://aclanthology.org/2022.findings-acl.49	Done	practical	across domain	pretrain-test	covariate	naturally occurring shifts	machine translation	Florian	Dieuwke	zero-shot experiments															
vu-etal-2022-domain	2022	Domain Generalisation of {NMT}: Fusing Adapters with Leave-One-Domain-Out Training	https://aclanthology.org/2022.findings-acl.49	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	machine translation	Florian	Dieuwke	finetuning experiments															
atwell-etal-2022-change	2022	The Change that Matters in Discourse Parsing: Estimating the Impact of Domain Shift on Parser Error	https://aclanthology.org/2022.findings-acl.68	First check done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	relation extraction	Dennis		Task is discourse classification, so I put relation extraction here (since it is about identifiying discourse relations?).  Model seems to be finetuned BERTs based on appendix B, but I am not entirely sure.															
reuel-etal-2022-measuring	2022	Measuring the Language of Self-Disclosure across Corpora	https://aclanthology.org/2022.findings-acl.83	Done	practical	across domain	train-test	covariate	naturally occurring shifts	text classification	Janie	Dieuwke	Cross-domain generalisation experiments for self-disclosure tasks															
liu-etal-2022-multi	2022	Multi-Stage Prompting for Knowledgeable Dialogue Generation	https://aclanthology.org/2022.findings-acl.104	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	dialogue	Dennis	Kaiser	Evaluate dialogue generation on two test sets: One with topics seen in training set, one without															
liu-etal-2022-multi	2022	Multi-Stage Prompting for Knowledgeable Dialogue Generation	https://aclanthology.org/2022.findings-acl.104	Done	practical	across domain	pretrain-test	covariate	naturally occurring shifts	dialogue	Dennis	Kaiser																
mueller-etal-2022-coloring	2022	Coloring the Blank Slate: Pre-training Imparts a Hierarchical Inductive Bias to Sequence-to-sequence Models	https://aclanthology.org/2022.findings-acl.106	Done	cognitive	structural	all	double	generated shifts	diagnostic task	Verna	Dieuwke	Task is passivisation, so doesn't really fit existing tags.															
khot-etal-2022-hey	2022	Hey AI, Can You Solve Complex Tasks by Talking to Agents?	https://aclanthology.org/2022.findings-acl.142	Done	cognitive	compositional	train-test	covariate	generated shifts	question answering	Janie	Dieuwke	section 5.3 is the only small generalization task: test set with questions consisting of unseen combinations of question units seen in training 															
khot-etal-2022-hey	2022	Hey AI, Can You Solve Complex Tasks by Talking to Agents?	https://aclanthology.org/2022.findings-acl.142	Done	cognitive	compositional	finetune-train/test	covariate	generated shifts	question answering	Janie	Mario	for the T5 fine tuned model															
lasri-etal-2022-bert	2022	Does {BERT} really agree ? Fine-grained Analysis of Lexical Dependence on a Syntactic Task	https://aclanthology.org/2022.findings-acl.181	Done	intrinsic	structural	pretrain-test	assumed	generated shifts	syntactic tests	Karim	Dieuwke	Test whether BERT captures morphological agreement in a MLM setting, on selected sentences															
libovicky-etal-2022-dont	2022	Why don{'}t people use character-level machine translation?	https://aclanthology.org/2022.findings-acl.194	Done	practical	across domain	train-test	covariate	naturally occurring shifts	machine translation	Florian	Dieuwke	Comparison of character-level vs subword MT models on out-of-domain testset from WMT17 Biometical task and the WMT16IT Domain test															
libovicky-etal-2022-dont	2022	Why don{'}t people use character-level machine translation?	https://aclanthology.org/2022.findings-acl.194	Done	fairness	robustness	train-test	covariate	generated shifts	machine translation	Florian	Dieuwke	Comparison of character-level vs subword MT models on gender bias, using a dataset with (generated) stereotypical and non-stereotypical English sentences.															
libovicky-etal-2022-dont	2022	Why don{'}t people use character-level machine translation?	https://aclanthology.org/2022.findings-acl.194	Done	practical	structural	train-test	covariate	generated shifts	machine translation	Florian	Dieuwke	Comparison of character-level vs subword MT models on morphological generalisation															
jin-etal-2022-cross	2022	How Can Cross-lingual Knowledge Contribute Better to Fine-Grained Entity Typing?	https://aclanthology.org/2022.findings-acl.243	Done	practical	across domain	finetune-train/test	assumed	naturally occurring shifts	information retrieval	Dennis	Leila	Retrieval task, splitting test set in subbuckets with products / queries that do or do not exist in the train set by themselves. I chose naturally occuring shift because although the test set is split, it seems to be more of a fine-grained analysis than trying to split the whole dataset in a challenging way.															
jin-etal-2022-cross	2022	How Can Cross-lingual Knowledge Contribute Better to Fine-Grained Entity Typing?	https://aclanthology.org/2022.findings-acl.243	Done	practical	across domain	finetune-train/test	covariate	natural data splits	information retrieval	Dennis	Leila	Retrieval task, splitting test set in subbuckets with products / queries that do or do not exist in the train set by themselves. I chose naturally occuring shift because although the test set is split, it seems to be more of a fine-grained analysis than trying to split the whole dataset in a challenging way.															
jin-etal-2022-cross	2022	How Can Cross-lingual Knowledge Contribute Better to Fine-Grained Entity Typing?	https://aclanthology.org/2022.findings-acl.243	Done	practical	across language	finetune-train/test	covariate	natural data splits	information retrieval	Dennis	Leila	Retrieval task, splitting test set in subbuckets with products / queries that do or do not exist in the train set by themselves. I chose naturally occuring shift because although the test set is split, it seems to be more of a fine-grained analysis than trying to split the whole dataset in a challenging way.															
xin-etal-2022-zero	2022	Zero-Shot Dense Retrieval with Momentum Adversarial Domain Invariant Representations	https://aclanthology.org/2022.findings-acl.316	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	information retrieval	Dennis	Leila	They finetune BERT in adverserial manner to learn domain invarient representations for across domain generalisation of text retrieval. 															
ghazarian-etal-2022-wrong	2022	What is wrong with you?: Leveraging User Sentiment for Automatic Dialog Evaluation	https://aclanthology.org/2022.findings-acl.331	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	dialogue	Dennis	Janie	changed task to dialogue: think you mixed up labels between 168 an 167. 															
liu-etal-2022-towards	2022	Towards Generalizeable Semantic Product Search by Text Similarity Pre-training on Search Click Logs	https://aclanthology.org/2022.ecnlp-1.26	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	other	Dennis	Leila	Entity identification task, using cross-lingual transfer															
koto-etal-2022-cloze	2022	Cloze Evaluation for Deeper Understanding of Commonsense Stories in {I}ndonesian	https://aclanthology.org/2022.csrr-1.2	Done	practical	across task	pretrain-train	covariate	generated shifts	multiple tasks	Karim	Dieuwke																
koto-etal-2022-cloze	2022	Cloze Evaluation for Deeper Understanding of Commonsense Stories in {I}ndonesian	https://aclanthology.org/2022.csrr-1.2	Done	practical	across language	finetune-train/test	covariate	generated shifts	multiple tasks	Karim	Dieuwke																
amin-etal-2022-shot	2022	Few-Shot Cross-lingual Transfer for Coarse-grained De-identification of Code-Mixed Clinical Texts	https://aclanthology.org/2022.bionlp-1.20	Done	practical	across domain	pretrain-train	covariate	fully generated/selected	named entity recognition (NER)	Karim	Dieuwke																
amin-etal-2022-shot	2022	Few-Shot Cross-lingual Transfer for Coarse-grained De-identification of Code-Mixed Clinical Texts	https://aclanthology.org/2022.bionlp-1.20	Done	practical	across language	finetune-train/test	covariate	generated shifts	named entity recognition (NER)	Karim	Dieuwke																
guriel-etal-2022-morphological	2022	Morphological Reinflection with Multiple Arguments: An Extended Annotation schema and a {G}eorgian Case Study	https://aclanthology.org/2022.acl-short.21	Done	intrinsic	structural	train-test	covariate	generated shifts	morphological inflection	Huygaa	Dieuwke	The authors proposed a new morphological schema with its new data, and blended it with UniMorph in several different way to test the generalisation															
sun-etal-2022-leveraging	2022	Leveraging Explicit Lexico-logical Alignments in Text-to-{SQL} Parsing	https://aclanthology.org/2022.acl-short.31	Done	practical	compositional	finetune-train/test	full	natural data splits	semantic parsing / role labelling	Dennis	Huygaa	I added train-test here for the LSTM decoder that is trained from scratch															
sun-etal-2022-leveraging	2022	Leveraging Explicit Lexico-logical Alignments in Text-to-{SQL} Parsing	https://aclanthology.org/2022.acl-short.31	Done	practical	across domain	train-test	full	natural data splits	semantic parsing / role labelling	Dennis	Huygaa																
patel-etal-2022-revisiting	2022	Revisiting the Compositional Generalization Abilities of Neural Sequence Models	https://aclanthology.org/2022.acl-short.46	Done	practical	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Koustuv	Dieuwke	Investigation of how simple changes in SCAN training data impact generalisation behaviour of various seq2seq models															
goldman-etal-2022-un	2022	(Un)solving Morphological Inflection: Lemma Overlap Artificially Inflates Models{'} Performance	https://aclanthology.org/2022.acl-short.96	Done	practical	structural	train-test	covariate	generated shifts	morphological inflection	Huygaa	Dieuwke	The traditional split in morphological inflection was random split, and the authors introduced a lemma-overalap split to test a generalisation ability															
zaharia-etal-2022-domain	2022	Domain Adaptation in Multilingual and Multi-Domain Monolingual Settings for Complex Word Identification	https://aclanthology.org/2022.acl-long.6	Flag for further review	practical	across domain	finetune-train/test	full	naturally occurring shifts	other	Dennis		As far as I understand they try cross-lingual and cross-domain setups, with parts of the final model that are fine-tuned and some that are trained from scratch. Datasets seems natural, but I am very confused about the type of shift to put here															
zaharia-etal-2022-domain	2022	Domain Adaptation in Multilingual and Multi-Domain Monolingual Settings for Complex Word Identification	https://aclanthology.org/2022.acl-long.6	Flag for further review	practical	across language	train-test	full	naturally occurring shifts	other	Dennis																	
zhang-etal-2022-learn	2022	Learn to Adapt for Generalized Zero-Shot Text Classification	https://aclanthology.org/2022.acl-long.39	Flag for further review	practical	robustness	finetune-train/test	full	naturally occurring shifts	text classification	Dennis																	
zhang-etal-2022-learn	2022	Learn to Adapt for Generalized Zero-Shot Text Classification	https://aclanthology.org/2022.acl-long.39	Done	practical	across domain	all	double	natural data splits	text classification	Dennis	Leila																
bai-etal-2022-better	2022	Better Language Model with Hypernym Class Prediction	https://aclanthology.org/2022.acl-long.96	Done	intrinsic	robustness	train-test	covariate	natural data splits	language modelling	Dieuwke	Zhijing	Investigation of class-based curricula to improve generalisation to low-frequency words; Problem: type=robust/domain/this doesn't make sense for papers aiming to improve LM on general domain															
behnke-etal-2022-bias	2022	Bias Mitigation in Machine Translation Quality Estimation	https://aclanthology.org/2022.acl-long.104	Done	practical	robustness	finetune-train/test	covariate	naturally occurring shifts	NLU	Huygaa	Zhijing	Zhijing: I fixed several values; see comment in text															
kavumba-etal-2022-prompt	2022	Are Prompt-based Models Clueless?	https://aclanthology.org/2022.acl-long.166	Done	intrinsic	robustness	finetune-train/test	covariate	generated shifts	NLU	Dieuwke	Dennis	Investigate whether models that are prompted rely on superficial cues (as has been shows also in finetuned models with additional classifier heads)															
zhou-etal-2022-claret	2022	{C}lar{ET}: Pre-training a Correlation-Aware Context-To-Event Transformer for Event-Centric Generation and Classification	https://aclanthology.org/2022.acl-long.183	Flag for further review	practical	across task	all	double	naturally occurring shifts	reasoning	Dennis	Janie	Im unsure about the all and full for locus and data since the pretrain data is a subset of the foundation models training data? section 4 pretraining. However I am inclined to agree since it is a multi-step pipeline and a curated version of the data?															
qin-joty-2022-continual	2022	Continual Few-shot Relation Learning via Embedding Space Regularization and Data Augmentation	https://aclanthology.org/2022.acl-long.198	First check done	cognitive	across task	finetune-train/test	full	natural data splits	relation extraction	Dennis		"Across task" was chosen here since the authors frame an expanding relation set as continual learning on slightly different RE tasks															
jambor-bahdanau-2022-lagr	2022	{LAG}r: Label Aligned Graphs for Better Systematic Generalization in Semantic Parsing	https://aclanthology.org/2022.acl-long.233	Done	practical	compositional	train-test	assumed	generated shifts	semantic parsing / role labelling	Dennis	Huygaa																
mishra-etal-2022-cross	2022	Cross-Task Generalization via Natural Language Crowdsourcing Instructions	https://aclanthology.org/2022.acl-long.244	Done	cognitive	across task	pretrain-test	assumed	naturally occurring shifts	multitask	Verna	Florian	GPT-3 experiments															
mishra-etal-2022-cross	2022	Cross-Task Generalization via Natural Language Crowdsourcing Instructions	https://aclanthology.org/2022.acl-long.244	Done	cognitive	across task	finetune-train/test	assumed	naturally occurring shifts	multitask	Verna	Florian	BART experiments															
ontanon-etal-2022-making	2022	Making Transformers Solve Compositional Tasks	https://aclanthology.org/2022.acl-long.251	Done	practical	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Koustuv	Verna	Flagged for review because of questions posed to Koustuv in comments.															
ontanon-etal-2022-making	2022	Making Transformers Solve Compositional Tasks	https://aclanthology.org/2022.acl-long.251	Done	practical	compositional	train-test	covariate	fully generated/selected	semantic parsing / role labelling	Koustuv	Verna	Flagged for review because of questions posed to Koustuv in comments.															
joshi-he-2022-investigation	2022	An Investigation of the (In)effectiveness of Counterfactually Augmented Data	https://aclanthology.org/2022.acl-long.256	Done	practical	robustness	finetune-train/test	assumed	generated shifts	NLI	Koustuv	Dieuwke																
cheng-etal-2022-multilingual	2022	Multilingual Mix: Example Interpolation Improves Multilingual Neural Machine Translation	https://aclanthology.org/2022.acl-long.282	Done	intrinsic	across language	train-test	label	naturally occurring shifts	machine translation	Florian	Dieuwke	Zero shot experiments (Rare example of train-test label shift?)															
cheng-etal-2022-multilingual	2022	Multilingual Mix: Example Interpolation Improves Multilingual Neural Machine Translation	https://aclanthology.org/2022.acl-long.282	Done	intrinsic	robustness	train-test	covariate	generated shifts	machine translation	Florian	Dieuwke	Robustness experiments where they test on noisy data															
dankers-etal-2022-paradox	2022	The Paradox of the Compositionality of Natural Language: A Neural Machine Translation Case Study	https://aclanthology.org/2022.acl-long.286	Done	cognitive	compositional	train-test	covariate	generated shifts	machine translation	Dieuwke	Verna	Compositionality tests in NMT, using natural data with generated shifts															
mehta-etal-2022-improving	2022	Improving Compositional Generalization with Self-Training for Data-to-Text Generation	https://aclanthology.org/2022.acl-long.289	Done	practical	compositional	finetune-train/test	covariate	generated shifts	natural language generation	Huygaa	Dieuwke	The task is data-to-text generation. The self training and evaluation was conducted by partitioning the original dataset into smaller sets and assuming the subsets as unlabeled during self-training and used its actual labels in evaluation.															
zheng-lapata-2022-disentangled	2022	Disentangled Sequence to Sequence Learning for Compositional Generalization	https://aclanthology.org/2022.acl-long.293	Done	cognitive	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Dieuwke	Dennis	Experiments with a toy task															
zheng-lapata-2022-disentangled	2022	Disentangled Sequence to Sequence Learning for Compositional Generalization	https://aclanthology.org/2022.acl-long.293	Done	cognitive	compositional	train-test	covariate	fully generated/selected	machine translation	Dieuwke	Dennis	Experiments with COGs															
zheng-lapata-2022-disentangled	2022	Disentangled Sequence to Sequence Learning for Compositional Generalization	https://aclanthology.org/2022.acl-long.293	Done	cognitive	compositional	train-test	covariate	fully generated/selected	semantic parsing / role labelling	Dieuwke	Dennis	Experiments with CFQ															
chalkidis-etal-2022-lexglue	2022	{L}ex{GLUE}: A Benchmark Dataset for Legal Language Understanding in {E}nglish	https://aclanthology.org/2022.acl-long.297	Done	practical	across task	pretrain-train	full	naturally occurring shifts	multiple tasks	Dieuwke	Zhijing	Consider how different models can generalise to a different set of legal tasks. Because of the comparison between models pretrained on legal and non-legal text, I added an extra row.															
chalkidis-etal-2022-lexglue	2022	{L}ex{GLUE}: A Benchmark Dataset for Legal Language Understanding in {E}nglish	https://aclanthology.org/2022.acl-long.297	Done	practical	across domain	pretrain-train	full	naturally occurring shifts	multitask	Dieuwke	Zhijing	Consider how different models can generalise to a set of legal tasks (during finetuning), because of the because some of the experiments are focussed on comparing models pretrained on legal data and models pretrained on non-legal data, I added an exra row for domain generalisation experiments.															
su-etal-2022-rare	2022	Rare and Zero-shot Word Sense Disambiguation using {Z}-Reweighting	https://aclanthology.org/2022.acl-long.323	Done	intrinsic	robustness	finetune-train/test	covariate	natural data splits	word sense disambiguation (WSD)	Huygaa	Dieuwke	This aims to adjust the imbalance of most frequent senses from the training dataset															
min-etal-2022-noisy	2022	Noisy Channel Language Model Prompting for Few-Shot Text Classification	https://aclanthology.org/2022.acl-long.365	Done	practical	robustness	finetune-train/test	label	natural data splits	text classification	Mario	Dieuwke	This is for the first set of experiments in section 6.4, generalisation to unseen labels															
min-etal-2022-noisy	2022	Noisy Channel Language Model Prompting for Few-Shot Text Classification	https://aclanthology.org/2022.acl-long.365	Done	practical	across task	finetune-train/test	full	naturally occurring shifts	text classification	Mario	Dieuwke	This is for the zero-shot experiments in section 6.4. Type could be both task and domain; I labelled as task as it is more general															
min-etal-2022-noisy	2022	Noisy Channel Language Model Prompting for Few-Shot Text Classification	https://aclanthology.org/2022.acl-long.365	Done	practical	across task	pretrain-test	full	naturally occurring shifts	text classification	Mario	Zhijing	Zero-shot experiments															
min-etal-2022-noisy	2022	Noisy Channel Language Model Prompting for Few-Shot Text Classification	https://aclanthology.org/2022.acl-long.365	Done	practical	across task	pretrain-train	full	naturally occurring shifts	text classification	Mario	Zhijing	Tuning experiments															
zhao-etal-2022-bridging	2022	Bridging the Generalization Gap in Text-to-{SQL} Parsing with Schema Expansion	https://aclanthology.org/2022.acl-long.381	Done	practical	across domain	all	double	natural data splits	semantic parsing / role labelling	Dennis	Huygaa																
zhao-etal-2022-bridging	2022	Bridging the Generalization Gap in Text-to-{SQL} Parsing with Schema Expansion	https://aclanthology.org/2022.acl-long.381	Done	practical	across domain	all	double	fully generated/selected	semantic parsing / role labelling	Dennis	Huygaa																
liu-etal-2022-flooding	2022	Flooding-{X}: Improving {BERT}{'}s Resistance to Adversarial Attacks via Loss-Restricted Fine-Tuning	https://aclanthology.org/2022.acl-long.386	Flag for further review	practical	robustness	finetune-train/test	covariate	generated shifts	text classification	Dieuwke		A method to improve models against adversarial attacks, on a number of different (GLUE) classification tasks. It is not super clear to me where they apply this technique, but it seems that at least the evaluation is in the finetuning stage.															
ye-etal-2022-rng	2022	{RNG}-{KBQA}: Generation Augmented Iterative Ranking for Knowledge Base Question Answering	https://aclanthology.org/2022.acl-long.417	Done	practical	compositional	finetune-train/test	full	natural data splits	question answering	Dennis	Leila																
ye-etal-2022-rng	2022	{RNG}-{KBQA}: Generation Augmented Iterative Ranking for Knowledge Base Question Answering	https://aclanthology.org/2022.acl-long.417	Done	practical	across domain	finetune-train/test	full	natural data splits	question answering	Dennis	Leila	zero-shot generalization column in table 1															
das-etal-2022-container	2022	{CONT}ai{NER}: Few-Shot Named Entity Recognition via Contrastive Learning	https://aclanthology.org/2022.acl-long.439	Done	practical	across domain	all	double	naturally occurring shifts	named entity recognition (NER)	Dennis	Leila																
goodwin-etal-2022-compositional	2022	Compositional Generalization in Dependency Parsing	https://aclanthology.org/2022.acl-long.448	Done	practical	compositional	train-test	covariate	fully generated/selected	dependency parsing	Koustuv	Verna	Verna has outstanding question to Koustuv due to "flag for review" regarding the shift_source															
ahuja-etal-2022-aspectnews	2022	{ASPECTNEWS}: Aspect-Oriented Summarization of News Documents	https://aclanthology.org/2022.acl-long.449	First check done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	summarisation	Dennis																	
menon-etal-2022-clues	2022	{CLUES}: A Benchmark for Learning Classifiers using Natural Language Explanations	https://aclanthology.org/2022.acl-long.451	Done	cognitive	across task	pretrain-test	full	naturally occurring shifts	text classification	Dennis	Huygaa	Text classification with explanations, with generalization to unseen tasks															
menon-etal-2022-clues	2022	{CLUES}: A Benchmark for Learning Classifiers using Natural Language Explanations	https://aclanthology.org/2022.acl-long.451	Done	cognitive	across task	finetune-train/test	full	fully generated/selected	text classification	Dennis	Huygaa																
ma-etal-2022-prompt	2022	{P}rompt for Extraction? {PAIE}: {P}rompting Argument Interaction for Event Argument Extraction	https://aclanthology.org/2022.acl-long.466	Done	practical	across domain	finetune-train/test	full	naturally occurring shifts	relation extraction	Dennis	Koustuv																
bahri-etal-2022-sharpness	2022	Sharpness-Aware Minimization Improves Language Model Generalization	https://aclanthology.org/2022.acl-long.508	Flag for further review	practical	across task	finetune-train/test	full	naturally occurring shifts	NLU	Dennis	Koustuv																
